verb,meaning,tense,pronoun,form,page
Ouvrir,open,conditionnel passé,Vous,auriez ouvert,61
Ouvrir,open,conditionnel présent,Ils/elles,ouvriraient,61
Ouvrir,open,conditionnel passé,Ils/elles,auraient ouvert,61
Ouvrir,open,conditionnel présent,Tu,),61
Ouvrir,open,subjonctif présent,Que tu,ouvres,61
Ouvrir,open,impératif présent,Nous,Ouvrez,61
Ouvrir,open,subjonctif présent,Qu'il/elle,ouvre,61
Ouvrir,open,impératif présent,Vous,Ouvrons,61
Ouvrir,open,subjonctif présent,Que nous,ouvrions,61
Ouvrir,open,subjonctif présent,Que vous,ouvriez,61
Ouvrir,open,subjonctif présent,Qu'ils/elles,ouvrent,61
Décevoir,disappoint,présent,Je,déçois,62
Décevoir,disappoint,passé composé,J',ai déçu,62
Décevoir,disappoint,imparfait,Je,décevais,62
Décevoir,disappoint,plus-que-parfait,J',avais déçu,62
Décevoir,disappoint,présent,Tu,déçois,62
Décevoir,disappoint,passé composé,Tu,as déçu,62
Décevoir,disappoint,imparfait,Tu,décevais,62
Décevoir,disappoint,plus-que-parfait,Tu,avais déçu,62
Décevoir,disappoint,présent,Il/elle,déçoit,62
Décevoir,disappoint,passé composé,Il/elle,a déçu,62
Décevoir,disappoint,imparfait,Il/elle,décevait,62
Décevoir,disappoint,plus-que-parfait,Il/elle,avait déçu,62
Décevoir,disappoint,présent,Nous,décevons,62
Décevoir,disappoint,passé composé,Nous,avons déçu,62
Décevoir,disappoint,imparfait,Nous,décevions,62
Décevoir,disappoint,plus-que-parfait,Nous,avions déçu,62
Décevoir,disappoint,présent,Vous,décevez,62
Décevoir,disappoint,passé composé,Vous,avez déçu,62
Décevoir,disappoint,imparfait,Vous,déceviez,62
Décevoir,disappoint,plus-que-parfait,Vous,aviez déçu,62
Décevoir,disappoint,présent,Ils/elles,déçoivent,62
Décevoir,disappoint,passé composé,Ils/elles,ont déçu,62
Décevoir,disappoint,imparfait,Ils/elles,décevaient,62
Décevoir,disappoint,plus-que-parfait,Ils/elles,avaient déçu,62
Décevoir,disappoint,futur simple,Je,décevrai,62
Décevoir,disappoint,futur antérieur,J',aurai déçu,62
Décevoir,disappoint,futur simple,Tu,décevras,62
Décevoir,disappoint,futur antérieur,Tu,auras déçu,62
Décevoir,disappoint,futur simple,Il/elle,décevra,62
Décevoir,disappoint,futur antérieur,Il/elle,aura déçu,62
Décevoir,disappoint,futur simple,Nous,décevrons,62
Décevoir,disappoint,futur antérieur,Nous,aurons déçu,62
Décevoir,disappoint,futur simple,Vous,décevrez,62
Décevoir,disappoint,futur antérieur,Vous,aurez déçu,62
Décevoir,disappoint,futur simple,Ils/elles,décevront,62
Décevoir,disappoint,futur antérieur,Ils/elles,auront déçu,62
Décevoir,disappoint,conditionnel présent,Je,décevrais,62
Décevoir,disappoint,conditionnel passé,J',aurais déçu,62
Décevoir,disappoint,conditionnel présent,Tu,décevrais,62
Décevoir,disappoint,conditionnel passé,Tu,aurais déçu,62
Décevoir,disappoint,conditionnel présent,Il/elle,décevrait,62
Décevoir,disappoint,conditionnel passé,Il/elle,aurait déçu,62
Décevoir,disappoint,conditionnel présent,Nous,décevrions,62
Décevoir,disappoint,conditionnel passé,Nous,aurions déçu,62
Décevoir,disappoint,conditionnel présent,Vous,décevriez,62
Décevoir,disappoint,conditionnel passé,Vous,auriez déçu,62
Décevoir,disappoint,conditionnel présent,Ils/elles,décevraient,62
Décevoir,disappoint,conditionnel passé,Ils/elles,auraient déçu,62
Décevoir,disappoint,subjonctif présent,Que je,déçoive,62
Décevoir,disappoint,impératif présent,Tu,Déçois,62
Décevoir,disappoint,subjonctif présent,Que tu,déçoives,62
Décevoir,disappoint,impératif présent,Nous,Décevons,62
Décevoir,disappoint,subjonctif présent,Qu'il/elle,déçoive,62
Décevoir,disappoint,impératif présent,Vous,Décevez,62
Décevoir,disappoint,subjonctif présent,Que nous,décevions,62
Décevoir,disappoint,subjonctif présent,Que vous,déceviez,62
Décevoir,disappoint,subjonctif présent,Qu'ils/elles,déçoivent,62
Fuir,flee,présent,Je,fuis,63
Fuir,flee,passé composé,J',ai fui,63
Fuir,flee,imparfait,Je,fuyais,63
Fuir,flee,plus-que-parfait,J',avais fui,63
Fuir,flee,présent,Tu,fuis,63
Fuir,flee,passé composé,Tu,as fui,63
Fuir,flee,imparfait,Tu,fuyais,63
Fuir,flee,plus-que-parfait,Tu,avais fui,63
Fuir,flee,présent,Il/elle,fuit,63
Fuir,flee,passé composé,Il/elle,a fui,63
Fuir,flee,imparfait,Il/elle,fuyait,63
Fuir,flee,plus-que-parfait,Il/elle,avait fui,63
Fuir,flee,présent,Nous,fuyons,63
Fuir,flee,passé composé,Nous,avons fui,63
Fuir,flee,imparfait,Nous,fuyions,63
Fuir,flee,plus-que-parfait,Nous,avions fui,63
Fuir,flee,présent,Vous,fuyez,63
Fuir,flee,passé composé,Vous,avez fui,63
Fuir,flee,imparfait,Vous,fuyiez,63
Fuir,flee,plus-que-parfait,Vous,aviez fui,63
Fuir,flee,présent,Ils/elles,fuit,63
Fuir,flee,passé composé,Ils/elles,ont fui,63
Fuir,flee,imparfait,Ils/elles,fuyaient,63
Fuir,flee,plus-que-parfait,Ils/elles,avaient fui,63
Fuir,flee,futur simple,Je,fuirai,63
Fuir,flee,futur antérieur,J',aurai fui,63
Fuir,flee,futur simple,Tu,fuiras,63
Fuir,flee,futur antérieur,Tu,auras fui,63
Fuir,flee,futur simple,Il/elle,fuira,63
Fuir,flee,futur antérieur,Il/elle,aura fui,63
Fuir,flee,futur simple,Nous,fuirons,63
Fuir,flee,futur antérieur,Nous,aurons fui,63
Fuir,flee,futur simple,Vous,fuirez,63
Fuir,flee,futur antérieur,Vous,aurez fui,63
Fuir,flee,futur simple,Ils/elles,fuiront,63
Fuir,flee,futur antérieur,Ils/elles,auront fui,63
Fuir,flee,conditionnel présent,Je,fuirais,63
Fuir,flee,conditionnel passé,J',aurais fui,63
Fuir,flee,conditionnel présent,Tu,fuirais,63
Fuir,flee,conditionnel passé,Tu,aurais fui,63
Fuir,flee,conditionnel présent,Il/elle,fuirait,63
Fuir,flee,conditionnel passé,Il/elle,aurait fui,63
Fuir,flee,conditionnel présent,Nous,fuirions,63
Fuir,flee,conditionnel passé,Nous,aurions fui,63
Fuir,flee,conditionnel présent,Vous,fuiriez,63
Fuir,flee,conditionnel passé,Vous,auriez fui,63
Fuir,flee,conditionnel présent,Ils/elles,fuiraient,63
Fuir,flee,conditionnel passé,Ils/elles,auraient fui,63
Fuir,flee,subjonctif présent,Que je,fuie,63
Fuir,flee,impératif présent,Tu,Fuis,63
Fuir,flee,subjonctif présent,Que tu,fuies,63
Fuir,flee,impératif présent,Nous,Fuyons,63
Fuir,flee,subjonctif présent,Qu'il/elle,fuie,63
Fuir,flee,impératif présent,Vous,Fuyez,63
Fuir,flee,subjonctif présent,Que nous,fuyons,63
Fuir,flee,subjonctif présent,Que vous,fuyez,63
Fuir,flee,subjonctif présent,Qu'ils/elles,fuient,63
Conclure,conclude,présent,Je,conclus,64
Conclure,conclude,passé composé,J',ai conclu,64
Conclure,conclude,imparfait,Je,concluais,64
Conclure,conclude,plus-que-parfait,J',avais conclu,64
Conclure,conclude,présent,Tu,conclus,64
Conclure,conclude,passé composé,Tu,as conclu,64
Conclure,conclude,imparfait,Tu,concluais,64
Conclure,conclude,plus-que-parfait,Tu,avais conclu,64
Conclure,conclude,présent,Il/elle,conclut,64
Conclure,conclude,passé composé,Il/elle,a conclu,64
Conclure,conclude,imparfait,Il/elle,concluait,64
Conclure,conclude,plus-que-parfait,Il/elle,avait conclu,64
Conclure,conclude,présent,Nous,concluons,64
Conclure,conclude,passé composé,Nous,avons conclu,64
Conclure,conclude,imparfait,Nous,concluions,64
Conclure,conclude,plus-que-parfait,Nous,avions conclu,64
Conclure,conclude,présent,Vous,concluez,64
Conclure,conclude,passé composé,Vous,avez conclu,64
Conclure,conclude,imparfait,Vous,concluiez,64
Conclure,conclude,plus-que-parfait,Vous,aviez conclu,64
Conclure,conclude,présent,Ils/elles,concluent,64
Conclure,conclude,passé composé,Ils/elles,ont conclu,64
Conclure,conclude,imparfait,Ils/elles,concluaient,64
Conclure,conclude,plus-que-parfait,Ils/elles,avaient conclu,64
Conclure,conclude,futur simple,Je,conclurai,64
Conclure,conclude,futur antérieur,J',aurai conclu,64
Conclure,conclude,futur simple,Tu,concluras,64
Conclure,conclude,futur antérieur,Tu,auras conclu,64
Conclure,conclude,futur simple,Il/elle,conclura,64
Conclure,conclude,futur antérieur,Il/elle,aura conclu,64
Conclure,conclude,futur simple,Nous,conclurons,64
Conclure,conclude,futur antérieur,Nous,aurons conclu,64
Conclure,conclude,futur simple,Vous,conclurez,64
Conclure,conclude,futur antérieur,Vous,aurez conclu,64
Conclure,conclude,futur simple,Ils/elles,concluront,64
Conclure,conclude,futur antérieur,Ils/elles,auront conclu,64
Conclure,conclude,conditionnel présent,Je,conclurais,64
Conclure,conclude,conditionnel passé,J',aurais conclu,64
Conclure,conclude,conditionnel présent,Tu,conclurais,64
Conclure,conclude,conditionnel passé,Tu,aurais conclu,64
Conclure,conclude,conditionnel présent,Il/elle,conclurait,64
Conclure,conclude,conditionnel passé,Il/elle,aurait conclu,64
Conclure,conclude,conditionnel présent,Nous,conclurions,64
Conclure,conclude,conditionnel passé,Nous,aurions conclu,64
Conclure,conclude,conditionnel présent,Vous,concluriez,64
Conclure,conclude,conditionnel passé,Vous,auriez conclu,64
Conclure,conclude,conditionnel présent,Ils/elles,concluraient,64
Conclure,conclude,conditionnel passé,Ils/elles,auraient conclu,64
Conclure,conclude,subjonctif présent,Que je,conclue,64
Conclure,conclude,impératif présent,Tu,Conclus,64
Conclure,conclude,subjonctif présent,Que tu,conclues,64
Conclure,conclude,impératif présent,Nous,Concluons,64
Conclure,conclude,subjonctif présent,Qu'il/elle,conclue,64
Conclure,conclude,impératif présent,Vous,Concluez,64
Conclure,conclude,subjonctif présent,Que nous,concluions,64
Conclure,conclude,subjonctif présent,Que vous,concluiez,64
Conclure,conclude,subjonctif présent,Qu'ils/elles,concluent,64
Craindre,fear,présent,Je,crains,65
Craindre,fear,passé composé,J',ai craint,65
Craindre,fear,imparfait,Je,craignais,65
Craindre,fear,plus-que-parfait,J',avais craint,65
Craindre,fear,présent,Tu,crains,65
Craindre,fear,passé composé,Tu,as craint,65
Craindre,fear,imparfait,Tu,craignais,65
Craindre,fear,plus-que-parfait,Tu,avais craint,65
Craindre,fear,présent,Il/elle,craint,65
Craindre,fear,passé composé,Il/elle,a craint,65
Craindre,fear,imparfait,Il/elle,craignait,65
Craindre,fear,plus-que-parfait,Il/elle,avait craint,65
Craindre,fear,présent,Nous,craignons,65
Craindre,fear,passé composé,Nous,avons craint,65
Craindre,fear,imparfait,Nous,craignions,65
Craindre,fear,plus-que-parfait,Nous,avions craint,65
Craindre,fear,présent,Vous,craignez,65
Craindre,fear,passé composé,Vous,avez craint,65
Craindre,fear,imparfait,Vous,craigniez,65
Craindre,fear,plus-que-parfait,Vous,aviez craint,65
Craindre,fear,présent,Ils/elles,craignent,65
Craindre,fear,passé composé,Ils/elles,ont craint,65
Craindre,fear,imparfait,Ils/elles,craignaient,65
Craindre,fear,plus-que-parfait,Ils/elles,avaient craint,65
Craindre,fear,futur simple,Je,craindrai,65
Craindre,fear,futur antérieur,J',aurai craint,65
Craindre,fear,futur simple,Tu,craindras,65
Craindre,fear,futur antérieur,Tu,auras craint,65
Craindre,fear,futur simple,Il/elle,craindra,65
