verb,meaning,tense,pronoun,form,page
Écrire,write,conditionnel présent,Il/elle,écrirait,83
Écrire,write,conditionnel passé,Il/elle,aurait écrit,83
Écrire,write,conditionnel présent,Nous,écririons,83
Écrire,write,conditionnel passé,Nous,aurions écrit,83
Écrire,write,conditionnel présent,Vous,écririez,83
Écrire,write,conditionnel passé,Vous,auriez écrit,83
Écrire,write,conditionnel présent,Ils/elles,écriraient,83
Écrire,write,conditionnel passé,Ils/elles,auraient écrit,83
Écrire,write,conditionnel présent,Tu,),83
Écrire,write,subjonctif présent,Que tu,écrives,83
Écrire,write,impératif présent,Nous,Écrivons,83
Écrire,write,subjonctif présent,Qu'il/elle,écrive,83
Écrire,write,impératif présent,Vous,Écrivez,83
Écrire,write,subjonctif présent,Que nous,écrivions,83
Écrire,write,subjonctif présent,Que vous,écriviez,83
Écrire,write,subjonctif présent,Qu'ils/elles,écrivent,83
Faire,do / To make,présent,Je,fais,84
Faire,do / To make,passé composé,J',ai fait,84
Faire,do / To make,imparfait,Je,faisais,84
Faire,do / To make,plus-que-parfait,J',avais fait,84
Faire,do / To make,présent,Tu,fais,84
Faire,do / To make,passé composé,Tu,as fait,84
Faire,do / To make,imparfait,Tu,faisais,84
Faire,do / To make,plus-que-parfait,Tu,avais fait,84
Faire,do / To make,présent,Il/elle,fait,84
Faire,do / To make,passé composé,Il/elle,a fait,84
Faire,do / To make,imparfait,Il/elle,faisait,84
Faire,do / To make,plus-que-parfait,Il/elle,avait fait,84
Faire,do / To make,présent,Nous,faisons,84
Faire,do / To make,passé composé,Nous,avons fait,84
Faire,do / To make,imparfait,Nous,faisions,84
Faire,do / To make,plus-que-parfait,Nous,avions fait,84
Faire,do / To make,présent,Vous,faites,84
Faire,do / To make,passé composé,Vous,avez fait,84
Faire,do / To make,imparfait,Vous,faisiez,84
Faire,do / To make,plus-que-parfait,Vous,aviez fait,84
Faire,do / To make,présent,Ils/elles,font,84
Faire,do / To make,passé composé,Ils/elles,ont fait,84
Faire,do / To make,imparfait,Ils/elles,faisaient,84
Faire,do / To make,plus-que-parfait,Ils/elles,avaient fait,84
Faire,do / To make,futur simple,Je,ferai,84
Faire,do / To make,futur antérieur,J',aurai fait,84
Faire,do / To make,futur simple,Tu,feras,84
Faire,do / To make,futur antérieur,Tu,auras fait,84
Faire,do / To make,futur simple,Il/elle,fera,84
Faire,do / To make,futur antérieur,Il/elle,aura fait,84
Faire,do / To make,futur simple,Nous,ferons,84
Faire,do / To make,futur antérieur,Nous,aurons fait,84
Faire,do / To make,futur simple,Vous,ferez,84
Faire,do / To make,futur antérieur,Vous,aurez fait,84
Faire,do / To make,futur simple,Ils/elles,feront,84
Faire,do / To make,futur antérieur,Ils/elles,auront fait,84
Faire,do / To make,conditionnel présent,Je,ferais,84
Faire,do / To make,conditionnel passé,J',aurais fait,84
Faire,do / To make,conditionnel présent,Tu,ferais,84
Faire,do / To make,conditionnel passé,Tu,aurais fait,84
Faire,do / To make,conditionnel présent,Il/elle,ferait,84
Faire,do / To make,conditionnel passé,Il/elle,aurait fait,84
Faire,do / To make,conditionnel présent,Nous,ferions,84
Faire,do / To make,conditionnel passé,Nous,aurions fait,84
Faire,do / To make,conditionnel présent,Vous,feriez,84
Faire,do / To make,conditionnel passé,Vous,auriez fait,84
Faire,do / To make,conditionnel présent,Ils/elles,feraient,84
Faire,do / To make,conditionnel passé,Ils/elles,auraient fait,84
Faire,do / To make,subjonctif présent,Que je,fasse,84
Faire,do / To make,impératif présent,Tu,Fais,84
Faire,do / To make,subjonctif présent,Que tu,fasses,84
Faire,do / To make,impératif présent,Nous,Faisons,84
Faire,do / To make,subjonctif présent,Qu'il/elle,fasse,84
Faire,do / To make,impératif présent,Vous,Faites,84
Faire,do / To make,subjonctif présent,Que nous,faisons,84
Faire,do / To make,subjonctif présent,Que vous,fassiez,84
Faire,do / To make,subjonctif présent,Qu'ils/elles,fassent,84
Haïr,hate,présent,Je,hais,86
Haïr,hate,passé composé,J',ai haï,86
Haïr,hate,imparfait,Je,haïssais,86
Haïr,hate,plus-que-parfait,J',avais haï,86
Haïr,hate,présent,Tu,hais,86
Haïr,hate,passé composé,Tu,as haï,86
Haïr,hate,imparfait,Tu,haïssais,86
Haïr,hate,plus-que-parfait,Tu,avais haï,86
Haïr,hate,présent,Il/elle,hait,86
Haïr,hate,passé composé,Il/elle,a haï,86
Haïr,hate,imparfait,Il/elle,haïssait,86
Haïr,hate,plus-que-parfait,Il/elle,avait haï,86
Haïr,hate,présent,Nous,haïssons,86
Haïr,hate,passé composé,Nous,avons haï,86
Haïr,hate,imparfait,Nous,haïssions,86
Haïr,hate,plus-que-parfait,Nous,avions haï,86
Haïr,hate,présent,Vous,haïssez,86
Haïr,hate,passé composé,Vous,avez haï,86
Haïr,hate,imparfait,Vous,haïssiez,86
Haïr,hate,plus-que-parfait,Vous,aviez haï,86
Haïr,hate,présent,Ils/elles,haïssent,86
Haïr,hate,passé composé,Ils/elles,ont haï,86
Haïr,hate,imparfait,Ils/elles,haïssaient,86
Haïr,hate,plus-que-parfait,Ils/elles,avaient haï,86
Haïr,hate,futur simple,Je,haïrai,86
Haïr,hate,futur antérieur,J',aurai haï,86
Haïr,hate,futur simple,Tu,haïrais,86
Haïr,hate,futur antérieur,Tu,auras haï,86
Haïr,hate,futur simple,Il/elle,haïrait,86
Haïr,hate,futur antérieur,Il/elle,aura haï,86
Haïr,hate,futur simple,Nous,haïrons,86
Haïr,hate,futur antérieur,Nous,aurons haï,86
Haïr,hate,futur simple,Vous,haïrez,86
Haïr,hate,futur antérieur,Vous,aurez haï,86
Haïr,hate,futur simple,Ils/elles,haïront,86
Haïr,hate,futur antérieur,Ils/elles,auront haï,86
Haïr,hate,conditionnel présent,Je,haïrais,86
Haïr,hate,conditionnel passé,J',aurais haï,86
Haïr,hate,conditionnel présent,Tu,haïrais,86
Haïr,hate,conditionnel passé,Tu,aurais haï,86
Haïr,hate,conditionnel présent,Il/elle,haïrait,86
Haïr,hate,conditionnel passé,Il/elle,aurait haï,86
Haïr,hate,conditionnel présent,Nous,haïriont,86
Haïr,hate,conditionnel passé,Nous,aurions haï,86
Haïr,hate,conditionnel présent,Vous,haïriez,86
Haïr,hate,conditionnel passé,Vous,auriez haï,86
Haïr,hate,conditionnel présent,Ils/elles,haïraient,86
Haïr,hate,conditionnel passé,Ils/elles,auraient haï,86
Haïr,hate,subjonctif présent,Que je,haïsse,86
Haïr,hate,impératif présent,Tu,Hais,86
Haïr,hate,subjonctif présent,Que tu,haïsses,86
Haïr,hate,impératif présent,Nous,Haïssons,86
Haïr,hate,subjonctif présent,Qu'il/elle,haïsse,86
Haïr,hate,impératif présent,Vous,Haïssez,86
Haïr,hate,subjonctif présent,Que nous,haïssions,86
Haïr,hate,subjonctif présent,Que vous,haïssiez,86
Haïr,hate,subjonctif présent,Qu'ils/elles,haïssent,86
Lire,read,présent,Je,lis,87
Lire,read,passé composé,J',ai lu,87
Lire,read,imparfait,Je,lisais,87
Lire,read,plus-que-parfait,J',avais lu,87
Lire,read,présent,Tu,lis,87
Lire,read,passé composé,Tu,as lu,87
Lire,read,imparfait,Tu,lisais,87
Lire,read,plus-que-parfait,Tu,avais lu,87
Lire,read,présent,Il/elle,lit,87
Lire,read,passé composé,Il/elle,a lu,87
Lire,read,imparfait,Il/elle,lisait,87
Lire,read,plus-que-parfait,Il/elle,avait lu,87
Lire,read,présent,Nous,lisons,87
Lire,read,passé composé,Nous,avons lu,87
Lire,read,imparfait,Nous,lisions,87
Lire,read,plus-que-parfait,Nous,avions lu,87
Lire,read,présent,Vous,lisez,87
Lire,read,passé composé,Vous,avez lu,87
Lire,read,imparfait,Vous,lisiez,87
Lire,read,plus-que-parfait,Vous,aviez lu,87
Lire,read,présent,Ils/elles,lisent,87
Lire,read,passé composé,Ils/elles,ont lu,87
Lire,read,imparfait,Ils/elles,lisaient,87
Lire,read,plus-que-parfait,Ils/elles,avaient lu,87
Lire,read,futur simple,Je,lirai,87
Lire,read,futur antérieur,J',aurai lu,87
Lire,read,futur simple,Tu,liras,87
Lire,read,futur antérieur,Tu,auras lu,87
Lire,read,futur simple,Il/elle,lira,87
Lire,read,futur antérieur,Il/elle,aura lu,87
Lire,read,futur simple,Nous,lirons,87
Lire,read,futur antérieur,Nous,aurons lu,87
Lire,read,futur simple,Vous,lirez,87
Lire,read,futur antérieur,Vous,aurez lu,87
Lire,read,futur simple,Ils/elles,liront,87
Lire,read,futur antérieur,Ils/elles,auront lu,87
Lire,read,conditionnel présent,Je,lirais,87
Lire,read,conditionnel passé,J',aurais lu,87
Lire,read,conditionnel présent,Tu,lirais,87
Lire,read,conditionnel passé,Tu,aurais lu,87
Lire,read,conditionnel présent,Il/elle,lirait,87
Lire,read,conditionnel passé,Il/elle,aurait lu,87
Lire,read,conditionnel présent,Nous,lirions,87
Lire,read,conditionnel passé,Nous,aurions lu,87
Lire,read,conditionnel présent,Vous,liriez,87
Lire,read,conditionnel passé,Vous,auriez lu,87
Lire,read,conditionnel présent,Ils/elles,liraient,87
Lire,read,conditionnel passé,Ils/elles,auraient lu,87
Lire,read,subjonctif présent,Que je,lise,87
Lire,read,impératif présent,Tu,Lis,87
Lire,read,subjonctif présent,Que tu,lises,87
Lire,read,impératif présent,Nous,Lisons,87
Lire,read,subjonctif présent,Qu'il/elle,lise,87
Lire,read,impératif présent,Vous,Lisez,87
Lire,read,subjonctif présent,Que nous,lisions,87
Lire,read,subjonctif présent,Que vous,lisiez,87
Lire,read,subjonctif présent,Qu'ils/elles,lisent,87
Mettre,put,présent,Je,mets,88
Mettre,put,passé composé,J',ai mis,88
Mettre,put,imparfait,Je,mettais,88
Mettre,put,plus-que-parfait,J',avais mis,88
Mettre,put,présent,Tu,mets,88
Mettre,put,passé composé,Tu,as mis,88
Mettre,put,imparfait,Tu,mettais,88
Mettre,put,plus-que-parfait,Tu,avais mis,88
Mettre,put,présent,Il/elle,met,88
Mettre,put,passé composé,Il/elle,a mis,88
Mettre,put,imparfait,Il/elle,mettait,88
Mettre,put,plus-que-parfait,Il/elle,avait mis,88
Mettre,put,présent,Nous,mettons,88
Mettre,put,passé composé,Nous,avons mis,88
Mettre,put,imparfait,Nous,mettions,88
Mettre,put,plus-que-parfait,Nous,avions mis,88
Mettre,put,présent,Vous,mettez,88
Mettre,put,passé composé,Vous,avez mis,88
Mettre,put,imparfait,Vous,mettiez,88
Mettre,put,plus-que-parfait,Vous,aviez mis,88
Mettre,put,présent,Ils/elles,mettent,88
Mettre,put,passé composé,Ils/elles,ont mis,88
Mettre,put,imparfait,Ils/elles,mettaient,88
Mettre,put,plus-que-parfait,Ils/elles,avaient mis,88
Mettre,put,futur simple,Je,mettrai,88
Mettre,put,futur antérieur,J',aurai mis,88
Mettre,put,futur simple,Tu,mettras,88
Mettre,put,futur antérieur,Tu,auras mis,88
Mettre,put,futur simple,Il/elle,mettrait,88
Mettre,put,futur antérieur,Il/elle,aura mis,88
Mettre,put,futur simple,Nous,mettrons,88
Mettre,put,futur antérieur,Nous,aurons mis,88
Mettre,put,futur simple,Vous,mettrez,88
Mettre,put,futur antérieur,Vous,aurez mis,88
Mettre,put,futur simple,Ils/elles,mettront,88
Mettre,put,futur antérieur,Ils/elles,auront mis,88
Mettre,put,conditionnel présent,Je,mettrais,88
Mettre,put,conditionnel passé,J',aurais mis,88
Mettre,put,conditionnel présent,Tu,mettrais,88
Mettre,put,conditionnel passé,Tu,aurais mis,88
Mettre,put,conditionnel présent,Il/elle,mettrait,88
Mettre,put,conditionnel passé,Il/elle,aurait mis,88
Mettre,put,conditionnel présent,Nous,mettrions,88
Mettre,put,conditionnel passé,Nous,aurions mis,88
Mettre,put,conditionnel présent,Vous,mettriez,88
Mettre,put,conditionnel passé,Vous,auriez mis,88
Mettre,put,conditionnel présent,Ils/elles,mettraient,88
Mettre,put,conditionnel passé,Ils/elles,auraient mis,88
Mettre,put,subjonctif présent,Que je,mette,88
Mettre,put,impératif présent,Tu,Mets,88
Mettre,put,subjonctif présent,Que tu,mettes,88
Mettre,put,impératif présent,Nous,Mettons,88
Mettre,put,subjonctif présent,Qu'il/elle,mette,88
Mettre,put,impératif présent,Vous,Mettez,88
Mettre,put,subjonctif présent,Que nous,mettions,88
Mettre,put,subjonctif présent,Que vous,mettiez,88
Mettre,put,subjonctif présent,Qu'ils/elles,mettent,88
Mourir,die,présent,Je,meurs,89
Mourir,die,passé composé,Je,suis mort(e),89
Mourir,die,imparfait,Je,mourais,89
Mourir,die,plus-que-parfait,J',étais mort,89
Mourir,die,présent,Tu,meurs,89
Mourir,die,passé composé,Tu,es mort(e),89
Mourir,die,imparfait,Tu,mourais,89
Mourir,die,plus-que-parfait,Tu,étais mort,89
Mourir,die,présent,Il/elle,meurt,89
Mourir,die,passé composé,Il/elle,est mort(e),89
Mourir,die,imparfait,Il/elle,mourait,89
Mourir,die,plus-que-parfait,Il/elle,était mort,89
Mourir,die,présent,Nous,mourons,89
Mourir,die,passé composé,Nous,sommes mort(e)s,89
Mourir,die,imparfait,Nous,mourions,89
Mourir,die,plus-que-parfait,Nous,étions mort,89
Mourir,die,présent,Vous,mourez,89
Mourir,die,passé composé,Vous,êtes mort(e)s,89
Mourir,die,imparfait,Vous,mouriez,89
Mourir,die,plus-que-parfait,Vous,étiez mort,89
Mourir,die,présent,Ils/elles,meurent,89
Mourir,die,passé composé,Ils/elles,sont mort(e)s,89
Mourir,die,imparfait,Ils/elles,mouraient,89
Mourir,die,plus-que-parfait,Ils/elles,étaient mort,89
Mourir,die,futur simple,Je,mourrai,89
Mourir,die,futur antérieur,Je,serai mort(e),89
Mourir,die,futur simple,Tu,mourras,89
Mourir,die,futur antérieur,Tu,seras mort(e),89
Mourir,die,futur simple,Il/elle,mourra,89
Mourir,die,futur antérieur,Il/elle,sera mort(e),89
Mourir,die,futur simple,Nous,mourrons,89
Mourir,die,futur antérieur,Nous,serons mort(e)s,89
Mourir,die,futur simple,Vous,mourrez,89
Mourir,die,futur antérieur,Vous,serez mort(e)s,89
Mourir,die,futur simple,Ils/elles,mourront,89
Mourir,die,futur antérieur,Ils/elles,seront mort(e)s,89
Mourir,die,conditionnel présent,Je,mourrais,89
Mourir,die,conditionnel passé,Je,serais mort(e),89
Mourir,die,conditionnel présent,Tu,mourrais,89
Mourir,die,conditionnel passé,Tu,serais mort(e),89
Mourir,die,conditionnel présent,Il/elle,mourrait,89
Mourir,die,conditionnel passé,Il/elle,serait mort(e),89
Mourir,die,conditionnel présent,Nous,mourrions,89
Mourir,die,conditionnel passé,Nous,serions mort(e)s,89
Mourir,die,conditionnel présent,Vous,mourriez,89
Mourir,die,conditionnel passé,Vous,seriez mort(e)s,89
Mourir,die,conditionnel présent,Ils/elles,mourraient,89
Mourir,die,conditionnel passé,Ils/elles,seraient mort(e)s,89
Mourir,die,subjonctif présent,Que je,meure,89
Mourir,die,impératif présent,Tu,Meurs,89
Mourir,die,subjonctif présent,Que tu,meures,89
Mourir,die,impératif présent,Nous,Mourons,89
Mourir,die,subjonctif présent,Qu'il/elle,meure,89
Mourir,die,impératif présent,Vous,Mourez,89
Mourir,die,subjonctif présent,Que nous,mourions,89
Mourir,die,subjonctif présent,Que vous,mouriez,89
Mourir,die,subjonctif présent,Qu'ils/elles,meurent,89
Naître,be born,présent,Je,nais,90
Naître,be born,passé composé,Je,suis né,90
Naître,be born,imparfait,Je,naissais,90
Naître,be born,plus-que-parfait,J',étais né,90
Naître,be born,présent,Tu,nais,90
Naître,be born,passé composé,Tu,es né,90
Naître,be born,imparfait,Tu,naissais,90
Naître,be born,plus-que-parfait,Tu,étais né,90
Naître,be born,présent,Il/elle,naît,90
Naître,be born,passé composé,Il/elle,est né,90
Naître,be born,imparfait,Il/elle,naissait,90
Naître,be born,plus-que-parfait,Il/elle,était né,90
Naître,be born,présent,Nous,naissons,90
Naître,be born,passé composé,Nous,sommes né,90
Naître,be born,imparfait,Nous,naissions,90
Naître,be born,plus-que-parfait,Nous,étions né,90
Naître,be born,présent,Vous,naissez,90
Naître,be born,passé composé,Vous,êtes né,90
Naître,be born,imparfait,Vous,naissiez,90
Naître,be born,plus-que-parfait,Vous,étiez né,90
Naître,be born,présent,Ils/elles,naissent,90
Naître,be born,passé composé,Ils/elles,sont né,90
Naître,be born,imparfait,Ils/elles,naissaient,90
Naître,be born,plus-que-parfait,Ils/elles,étaient né,90
Naître,be born,futur simple,Je,naîtrai,90
Naître,be born,futur antérieur,Je,serai né,90
Naître,be born,futur simple,Tu,naîtras,90
Naître,be born,futur antérieur,Tu,seras né,90
Naître,be born,futur simple,Il/elle,naîtra,90
Naître,be born,futur antérieur,Il/elle,sera né,90
Naître,be born,futur simple,Nous,naîtrons,90
Naître,be born,futur antérieur,Nous,serons né,90
Naître,be born,futur simple,Vous,naîtrez,90
Naître,be born,futur antérieur,Vous,serez né,90
Naître,be born,futur simple,Ils/elles,naîtront,90
Naître,be born,futur antérieur,Ils/elles,seront né,90
Naître,be born,conditionnel présent,Je,naîtrais,90
Naître,be born,conditionnel passé,Je,serais né,90
Naître,be born,conditionnel présent,Tu,naîtrais,90
Naître,be born,conditionnel passé,Tu,serais né,90
Naître,be born,conditionnel présent,Il/elle,naîtrait,90
Naître,be born,conditionnel passé,Il/elle,serait né,90
Naître,be born,conditionnel présent,Nous,naîtrions,90
Naître,be born,conditionnel passé,Nous,serions né,90
Naître,be born,conditionnel présent,Vous,naîtriez,90
Naître,be born,conditionnel passé,Vous,seriez né,90
Naître,be born,conditionnel présent,Ils/elles,naîtraient,90
Naître,be born,conditionnel passé,Ils/elles,seraient né,90
Naître,be born,subjonctif présent,Que je,naisse,90
Naître,be born,impératif présent,Tu,Nais,90
Naître,be born,subjonctif présent,Que tu,naisses,90
Naître,be born,impératif présent,Nous,Naissons,90
Naître,be born,subjonctif présent,Qu'il/elle,naisse,90
Naître,be born,impératif présent,Vous,Naissez,90
Naître,be born,subjonctif présent,Que nous,naissions,90
Naître,be born,subjonctif présent,Que vous,naissiez,90
Naître,be born,subjonctif présent,Qu'ils/elles,naissent,90
Prendre,take,présent,Je,prends,92
Prendre,take,passé composé,J',ai pris,92
Prendre,take,imparfait,Je,prenais,92
Prendre,take,plus-que-parfait,J',avais pris,92
Prendre,take,présent,Tu,prends,92
Prendre,take,passé composé,Tu,as pris,92
Prendre,take,imparfait,Tu,prenais,92
Prendre,take,plus-que-parfait,Tu,avais pris,92
Prendre,take,présent,Il/elle,prend,92
Prendre,take,passé composé,Il/elle,a pris,92
Prendre,take,imparfait,Il/elle,prenait,92
Prendre,take,plus-que-parfait,Il/elle,avait pris,92
Prendre,take,présent,Nous,prenons,92
Prendre,take,passé composé,Nous,avons pris,92
Prendre,take,imparfait,Nous,prenions,92
Prendre,take,plus-que-parfait,Nous,avions pris,92
Prendre,take,présent,Vous,prenez,92
Prendre,take,passé composé,Vous,avez pris,92
Prendre,take,imparfait,Vous,preniez,92
Prendre,take,plus-que-parfait,Vous,aviez pris,92
Prendre,take,présent,Ils/elles,prennent,92
Prendre,take,passé composé,Ils/elles,ont pris,92
Prendre,take,imparfait,Ils/elles,prenaient,92
Prendre,take,plus-que-parfait,Ils/elles,avaient pris,92
Prendre,take,futur simple,Je,prendrai,92
Prendre,take,futur antérieur,J',aurai pris,92
Prendre,take,futur simple,Tu,prendras,92
Prendre,take,futur antérieur,Tu,auras pris,92
Prendre,take,futur simple,Il/elle,prendra,92
Prendre,take,futur antérieur,Il/elle,aura pris,92
Prendre,take,futur simple,Nous,prendrons,92
Prendre,take,futur antérieur,Nous,aurons pris,92
Prendre,take,futur simple,Vous,prendrez,92
Prendre,take,futur antérieur,Vous,aurez pris,92
Prendre,take,futur simple,Ils/elles,prendront,92
Prendre,take,futur antérieur,Ils/elles,auront pris,92
Prendre,take,conditionnel présent,Je,prendrais,92
Prendre,take,conditionnel passé,J',aurais pris,92
Prendre,take,conditionnel présent,Tu,prendrais,92
Prendre,take,conditionnel passé,Tu,aurais pris,92
Prendre,take,conditionnel présent,Il/elle,prendrait,92
Prendre,take,conditionnel passé,Il/elle,aurait pris,92
Prendre,take,conditionnel présent,Nous,prendrions,92
Prendre,take,conditionnel passé,Nous,aurions pris,92
Prendre,take,conditionnel présent,Vous,prendriez,92
Prendre,take,conditionnel passé,Vous,auriez pris,92
Prendre,take,conditionnel présent,Ils/elles,prendraient,92
Prendre,take,conditionnel passé,Ils/elles,auraient pris,92
Prendre,take,subjonctif présent,Que je,prenne,92
Prendre,take,impératif présent,Tu,Prends,92
Prendre,take,subjonctif présent,Que tu,prennes,92
Prendre,take,impératif présent,Nous,Prenons,92
Prendre,take,subjonctif présent,Qu'il/elle,prenne,92
Prendre,take,impératif présent,Vous,Prenez,92
Prendre,take,subjonctif présent,Que nous,prenions,92
Prendre,take,subjonctif présent,Que vous,preniez,92
Prendre,take,subjonctif présent,Qu'ils/elles,prennent,92
Pouvoir,be able to - Can,présent,Je,peux,93
Pouvoir,be able to - Can,passé composé,J',ai pu,93
Pouvoir,be able to - Can,imparfait,Je,pouvais,93
Pouvoir,be able to - Can,plus-que-parfait,J',avais pu,93
Pouvoir,be able to - Can,présent,Tu,peux,93
Pouvoir,be able to - Can,passé composé,Tu,as pu,93
Pouvoir,be able to - Can,imparfait,Tu,pouvais,93
Pouvoir,be able to - Can,plus-que-parfait,Tu,avais pu,93
Pouvoir,be able to - Can,présent,Il/elle,peut,93
Pouvoir,be able to - Can,passé composé,Il/elle,a pu,93
Pouvoir,be able to - Can,imparfait,Il/elle,pouvait,93
Pouvoir,be able to - Can,plus-que-parfait,Il/elle,avait pu,93
Pouvoir,be able to - Can,présent,Nous,pouvons,93
Pouvoir,be able to - Can,passé composé,Nous,avons pu,93
Pouvoir,be able to - Can,imparfait,Nous,pouvions,93
Pouvoir,be able to - Can,plus-que-parfait,Nous,avions pu,93
Pouvoir,be able to - Can,présent,Vous,pouvez,93
Pouvoir,be able to - Can,passé composé,Vous,avez pu,93
Pouvoir,be able to - Can,imparfait,Vous,pouviez,93
Pouvoir,be able to - Can,plus-que-parfait,Vous,aviez pu,93
Pouvoir,be able to - Can,présent,Ils/elles,peuvent,93
Pouvoir,be able to - Can,passé composé,Ils/elles,ont pu,93
Pouvoir,be able to - Can,imparfait,Ils/elles,pouvaient,93
Pouvoir,be able to - Can,plus-que-parfait,Ils/elles,avaient pu,93
Pouvoir,be able to - Can,futur simple,Je,pourrai,93
Pouvoir,be able to - Can,futur antérieur,J',aurai pu,93
Pouvoir,be able to - Can,futur simple,Tu,pourras,93
Pouvoir,be able to - Can,futur antérieur,Tu,auras pu,93
Pouvoir,be able to - Can,futur simple,Il/elle,pourra,93
Pouvoir,be able to - Can,futur antérieur,Il/elle,aura pu,93
Pouvoir,be able to - Can,futur simple,Nous,pourrions,93
Pouvoir,be able to - Can,futur antérieur,Nous,aurons pu,93
Pouvoir,be able to - Can,futur simple,Vous,pourriez,93
Pouvoir,be able to - Can,futur antérieur,Vous,aurez pu,93
Pouvoir,be able to - Can,futur simple,Ils/elles,pourraient,93
Pouvoir,be able to - Can,futur antérieur,Ils/elles,auront pu,93
Pouvoir,be able to - Can,conditionnel présent,Je,pourrais,93
Pouvoir,be able to - Can,conditionnel passé,J',aurais pu,93
Pouvoir,be able to - Can,conditionnel présent,Tu,pourrais,93
Pouvoir,be able to - Can,conditionnel passé,Tu,aurais pu,93
Pouvoir,be able to - Can,conditionnel présent,Il/elle,pourrait,93
Pouvoir,be able to - Can,conditionnel passé,Il/elle,aurait pu,93
Pouvoir,be able to - Can,conditionnel présent,Nous,pourrions,93
Pouvoir,be able to - Can,conditionnel passé,Nous,aurions pu,93
Pouvoir,be able to - Can,conditionnel présent,Vous,pourriez,93
Pouvoir,be able to - Can,conditionnel passé,Vous,auriez pu,93
Pouvoir,be able to - Can,conditionnel présent,Ils/elles,pourraient,93
Pouvoir,be able to - Can,conditionnel passé,Ils/elles,auraient pu,93
Pouvoir,be able to - Can,subjonctif présent,Que je,puisse,93
Pouvoir,be able to - Can,subjonctif présent,Que tu,puisses,93
Pouvoir,be able to - Can,subjonctif présent,Qu'il/elle,puisses,93
Pouvoir,be able to - Can,subjonctif présent,Que nous,puissions,93
Pouvoir,be able to - Can,subjonctif présent,Que vous,puissiez,93
Pouvoir,be able to - Can,subjonctif présent,Qu'ils/elles,puissent,93
Rire,laugh,présent,Je,ris,94
Rire,laugh,passé composé,J',ai ri,94
Rire,laugh,imparfait,Je,riais,94
Rire,laugh,plus-que-parfait,J',avais ri,94
Rire,laugh,présent,Tu,ris,94
Rire,laugh,passé composé,Tu,as ri,94
Rire,laugh,imparfait,Tu,riais,94
Rire,laugh,plus-que-parfait,Tu,avais ri,94
Rire,laugh,présent,Il/elle,rit,94
Rire,laugh,passé composé,Il/elle,a ri,94
Rire,laugh,imparfait,Il/elle,riait,94
Rire,laugh,plus-que-parfait,Il/elle,avait ri,94
Rire,laugh,présent,Nous,rions,94
Rire,laugh,passé composé,Nous,avons ri,94
Rire,laugh,imparfait,Nous,riions,94
Rire,laugh,plus-que-parfait,Nous,avions ri,94
Rire,laugh,présent,Vous,riez,94
Rire,laugh,passé composé,Vous,avez ri,94
Rire,laugh,imparfait,Vous,riiez,94
Rire,laugh,plus-que-parfait,Vous,aviez ri,94
Rire,laugh,présent,Ils/elles,rient,94
Rire,laugh,passé composé,Ils/elles,ont ri,94
Rire,laugh,imparfait,Ils/elles,riaient,94
Rire,laugh,plus-que-parfait,Ils/elles,avaient ri,94
Rire,laugh,futur simple,Je,rirai,94
Rire,laugh,futur antérieur,J',aurai ri,94
Rire,laugh,futur simple,Tu,rirais,94
Rire,laugh,futur antérieur,Tu,auras ri,94
Rire,laugh,futur simple,Il/elle,rira,94
Rire,laugh,futur antérieur,Il/elle,aura ri,94
Rire,laugh,futur simple,Nous,rirons,94
Rire,laugh,futur antérieur,Nous,aurons ri,94
Rire,laugh,futur simple,Vous,rirez,94
Rire,laugh,futur antérieur,Vous,aurez ri,94
Rire,laugh,futur simple,Ils/elles,riraient,94
Rire,laugh,futur antérieur,Ils/elles,auront ri,94
Rire,laugh,conditionnel présent,Je,rirais,94
Rire,laugh,conditionnel passé,J',aurais ri,94
Rire,laugh,conditionnel présent,Tu,rirais,94
Rire,laugh,conditionnel passé,Tu,aurais ri,94
Rire,laugh,conditionnel présent,Il/elle,rirait,94
Rire,laugh,conditionnel passé,Il/elle,aurait ri,94
Rire,laugh,conditionnel présent,Nous,ririons,94
Rire,laugh,conditionnel passé,Nous,aurions ri,94
Rire,laugh,conditionnel présent,Vous,ririez,94
Rire,laugh,conditionnel passé,Vous,auriez ri,94
Rire,laugh,conditionnel présent,Ils/elles,riraient,94
Rire,laugh,conditionnel passé,Ils/elles,auraient ri,94
Rire,laugh,subjonctif présent,Que je,rie,94
Rire,laugh,impératif présent,Tu,Ris,94
Rire,laugh,subjonctif présent,Que tu,ries,94
Rire,laugh,impératif présent,Nous,Rions,94
Rire,laugh,subjonctif présent,Qu'il/elle,rie,94
Rire,laugh,impératif présent,Vous,Riez,94
Rire,laugh,subjonctif présent,Que nous,riions,94
Rire,laugh,subjonctif présent,Que vous,riiez,94
Rire,laugh,subjonctif présent,Qu'ils/elles,rient,94
Savoir,know,présent,Je,sais,95
Savoir,know,passé composé,J',ai su,95
Savoir,know,imparfait,Je,savais,95
Savoir,know,plus-que-parfait,J',avais su,95
Savoir,know,présent,Tu,sais,95
Savoir,know,passé composé,Tu,as su,95
Savoir,know,imparfait,Tu,savais,95
Savoir,know,plus-que-parfait,Tu,avais su,95
Savoir,know,présent,Il/elle,sait,95
Savoir,know,passé composé,Il/elle,a su,95
Savoir,know,imparfait,Il/elle,savait,95
Savoir,know,plus-que-parfait,Il/elle,avait su,95
